job_id,job_title,company,location,job_description,experience,education,salary,job_type,extracted_skills
JOB05221,Machine Learning Engineer,Cognizant,"Noida, Uttar Pradesh","We are looking for a Machine Learning Engineer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Python, SQL, NLP, Machine Learning. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹12-20 LPA,Remote,"['Machine Learning', 'SQL', 'Python']"
JOB05222,Full Stack Developer,IBM,"Bengaluru, Karnataka","We are looking for a Full Stack Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include React, HTML, Node.js, JavaScript, CSS. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹3-5 LPA,Part-time,"['Node.js', 'Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB05223,Cloud Engineer,Google,"Noida, Uttar Pradesh","We are looking for a Cloud Engineer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Cloud Computing, AWS, Linux, Azure, Docker. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹12-20 LPA,Full-time,"['Azure', 'AWS', 'Docker']"
JOB05224,Python Developer,Infosys,"Delhi, India","We are looking for a Python Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include SQL, Django, Flask, Python, REST API. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,₹3-5 LPA,Remote,"['Django', 'Flask', 'SQL', 'Python']"
JOB05225,Product Analyst,Zoho,"Jaipur, Rajasthan","We are looking for a Product Analyst to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include SQL, Excel, Analytics. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹10-16 LPA,Part-time,"['Excel', 'SQL']"
JOB05226,Data Scientist,Microsoft,"Bengaluru, Karnataka","We are looking for a Data Scientist to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Python, Pandas, Scikit-learn. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹6-10 LPA,Internship,"['Pandas', 'Scikit-learn', 'Python']"
JOB05227,Business Analyst,Genpact,Remote,"We are looking for a Business Analyst to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Power BI, Data Analysis, Excel, Communication. Candidates should have 1-3 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,B.Tech,₹3-5 LPA,Contract,"['Excel', 'Power BI']"
JOB05228,Full Stack Developer,Capgemini,"Mumbai, Maharashtra","We are looking for a Full Stack Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include React, JavaScript, Node.js. Candidates should have 1-3 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Tech,₹3-5 LPA,Remote,"['Node.js', 'React', 'Java', 'JavaScript']"
JOB05229,Cloud Engineer,Oracle,"Noida, Uttar Pradesh","We are looking for a Cloud Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Azure, Cloud Computing, Linux, Docker. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹6-10 LPA,Part-time,"['Azure', 'Docker', 'Oracle']"
JOB05230,Product Analyst,Google,"Gurugram, Haryana","We are looking for a Product Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Python, Excel, A/B Testing, SQL. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹8-12 LPA,Internship,"['Excel', 'SQL', 'Python']"
JOB05231,Data Analyst,Wipro,"Ahmedabad, Gujarat","We are looking for a Data Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Power BI, Excel, SQL. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,Not Disclosed,Contract,"['Power BI', 'SQL', 'Excel']"
JOB05232,DevOps Engineer,Oracle,"Ahmedabad, Gujarat","We are looking for a DevOps Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Docker, Kubernetes, Jenkins, Linux, AWS. Candidates should have 2-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Any Graduate,₹8-12 LPA,Internship,"['AWS', 'Docker', 'Oracle', 'Kubernetes']"
JOB05233,Java Developer,IBM,"Delhi, India","We are looking for a Java Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Java, SQL, Git, Spring Boot, REST API. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,Not Disclosed,Contract,"['Git', 'SQL', 'Java']"
JOB05234,Machine Learning Engineer,Cognizant,"Gurugram, Haryana","We are looking for a Machine Learning Engineer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Python, SQL, NLP, TensorFlow. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹6-10 LPA,Remote,"['TensorFlow', 'Machine Learning', 'SQL', 'Python']"
JOB05235,DevOps Engineer,Amazon,"Hyderabad, Telangana","We are looking for a DevOps Engineer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Docker, Linux, Jenkins, Kubernetes. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹3-5 LPA,Part-time,"['Kubernetes', 'Docker']"
JOB05236,Full Stack Developer,Oracle,"Delhi, India","We are looking for a Full Stack Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include React, HTML, JavaScript, Node.js. Candidates should have 8-12 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,MCA,₹4-7 LPA,Remote,"['Node.js', 'Java', 'JavaScript', 'HTML', 'React', 'Oracle']"
JOB05237,Data Analyst,Amazon,"Bengaluru, Karnataka","We are looking for a Data Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include SQL, Tableau, Excel. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,₹5-8 LPA,Internship,"['Tableau', 'Excel', 'SQL']"
JOB05238,DevOps Engineer,HCLTech,"Gurugram, Haryana","We are looking for a DevOps Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Jenkins, AWS, Kubernetes, Docker, Linux. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹4-7 LPA,Part-time,"['AWS', 'Docker', 'Kubernetes']"
JOB05239,Software Engineer,Persistent Systems,Remote,"We are looking for a Software Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Python, Java, Git, Data Structures, C++. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹5-8 LPA,Remote,"['C++', 'Git', 'Java', 'Python']"
JOB05240,AI Engineer,Accenture,"Jaipur, Rajasthan","We are looking for a AI Engineer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Python, NLP, Machine Learning, TensorFlow. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹12-20 LPA,Contract,"['TensorFlow', 'Machine Learning', 'Python']"
JOB05241,SQL Developer,Google,"Hyderabad, Telangana","We are looking for a SQL Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include ETL, SQL, Database, MySQL. Candidates should have 5-8 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MBA,₹4-7 LPA,Full-time,"['SQL', 'MySQL']"
JOB05242,Cybersecurity Analyst,HCLTech,"Mumbai, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Linux, Python, SIEM. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹5-8 LPA,Remote,['Python']
JOB05243,Business Analyst,Amazon,"Mumbai, Maharashtra","We are looking for a Business Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Data Analysis, Communication, Power BI, SQL, Excel. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹8-12 LPA,Part-time,"['Power BI', 'SQL', 'Excel']"
JOB05244,Data Analyst,IBM,Remote,"We are looking for a Data Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Python, Excel, SQL, Power BI. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹3-5 LPA,Remote,"['Power BI', 'Excel', 'SQL', 'Python']"
JOB05245,Power BI Developer,Mphasis,"Pune, Maharashtra","We are looking for a Power BI Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include DAX, SQL, Data Modeling, Excel, Power BI. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹3-5 LPA,Full-time,"['Power BI', 'SQL', 'Excel']"
JOB05246,DevOps Engineer,Cognizant,"Noida, Uttar Pradesh","We are looking for a DevOps Engineer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Linux, Jenkins, AWS. Candidates should have 0-2 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Any Graduate,₹6-10 LPA,Full-time,['AWS']
JOB05247,SQL Developer,Capgemini,"Pune, Maharashtra","We are looking for a SQL Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include MySQL, PostgreSQL, SQL. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹10-16 LPA,Part-time,"['PostgreSQL', 'SQL', 'MySQL']"
JOB05248,Frontend Developer,Adobe,"Jaipur, Rajasthan","We are looking for a Frontend Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include HTML, CSS, React, JavaScript, Tailwind CSS. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹6-10 LPA,Internship,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB05249,Database Administrator,HCLTech,"Jaipur, Rajasthan","We are looking for a Database Administrator to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Database, Oracle, Linux, SQL. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹6-10 LPA,Remote,"['SQL', 'Oracle']"
JOB05250,Machine Learning Engineer,Adobe,"Delhi, India","We are looking for a Machine Learning Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include TensorFlow, Machine Learning, SQL, NLP. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹3-5 LPA,Internship,"['TensorFlow', 'SQL', 'Machine Learning']"
JOB05251,Data Analyst,Amazon,"Chennai, Tamil Nadu","We are looking for a Data Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Excel, SQL, Power BI, Python. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹4-7 LPA,Full-time,"['Power BI', 'Excel', 'SQL', 'Python']"
JOB05252,Data Engineer,Capgemini,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include AWS, SQL, ETL, Spark. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹3-5 LPA,Contract,"['AWS', 'SQL']"
JOB05253,Data Engineer,Persistent Systems,"Gurugram, Haryana","We are looking for a Data Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include AWS, ETL, SQL, Spark, Python. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹12-20 LPA,Remote,"['AWS', 'SQL', 'Python']"
JOB05254,Java Developer,Mphasis,"Hyderabad, Telangana","We are looking for a Java Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include REST API, Git, Java. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹8-12 LPA,Internship,"['Git', 'Java']"
JOB05255,Data Analyst,Accenture,Remote,"We are looking for a Data Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Excel, SQL, Tableau. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹12-20 LPA,Part-time,"['Tableau', 'Excel', 'SQL']"
JOB05256,SQL Developer,Accenture,"Delhi, India","We are looking for a SQL Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include MySQL, PostgreSQL, Database, ETL. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,₹4-7 LPA,Remote,"['PostgreSQL', 'SQL', 'MySQL']"
JOB05257,Power BI Developer,Accenture,"Gurugram, Haryana","We are looking for a Power BI Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Excel, DAX, SQL, Power BI. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,Not Disclosed,Full-time,"['Power BI', 'SQL', 'Excel']"
JOB05258,Product Analyst,Tech Mahindra,"Bengaluru, Karnataka","We are looking for a Product Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Analytics, Excel, SQL. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,Not Disclosed,Remote,"['Excel', 'SQL']"
JOB05259,Data Engineer,HCLTech,"Gurugram, Haryana","We are looking for a Data Engineer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include AWS, Spark, Python, ETL, SQL. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹6-10 LPA,Full-time,"['AWS', 'SQL', 'Python']"
JOB05260,Web Developer,Persistent Systems,"Hyderabad, Telangana","We are looking for a Web Developer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Git, CSS, JavaScript, HTML. Candidates should have 0-2 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,Bachelor's Degree,₹4-7 LPA,Part-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'Git']"
JOB05261,Database Administrator,Wipro,"Bengaluru, Karnataka","We are looking for a Database Administrator to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Linux, MySQL, Database, Oracle. Candidates should have Fresher of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,BCA,₹5-8 LPA,Part-time,"['SQL', 'Oracle', 'MySQL']"
JOB05262,Database Administrator,Zoho,Remote,"We are looking for a Database Administrator to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Database, SQL, Linux. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹4-7 LPA,Part-time,['SQL']
JOB05263,Full Stack Developer,Deloitte,"Bengaluru, Karnataka","We are looking for a Full Stack Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include HTML, Node.js, React, CSS. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹3-5 LPA,Internship,"['Node.js', 'HTML', 'CSS', 'React']"
JOB05264,Web Developer,Accenture,"Gurugram, Haryana","We are looking for a Web Developer to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include CSS, JavaScript, Git, HTML. Candidates should have Fresher of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MBA,₹8-12 LPA,Remote,"['Java', 'JavaScript', 'HTML', 'CSS', 'Git']"
JOB05265,Data Engineer,Tech Mahindra,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Python, SQL, AWS, ETL. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹10-16 LPA,Full-time,"['AWS', 'SQL', 'Python']"
JOB05266,Data Scientist,Infosys,"Ahmedabad, Gujarat","We are looking for a Data Scientist to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Machine Learning, Python, Pandas, SQL, Scikit-learn. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹8-12 LPA,Contract,"['Scikit-learn', 'SQL', 'Python', 'Pandas', 'Machine Learning']"
JOB05267,Data Engineer,TCS,"Mumbai, Maharashtra","We are looking for a Data Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include ETL, SQL, AWS, Python, Spark. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,Not Disclosed,Remote,"['AWS', 'SQL', 'Python']"
JOB05268,Python Developer,HCLTech,"Gurugram, Haryana","We are looking for a Python Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include SQL, Django, REST API, Python. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹4-7 LPA,Remote,"['Django', 'SQL', 'Python']"
JOB05269,Data Engineer,Adobe,"Jaipur, Rajasthan","We are looking for a Data Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Spark, AWS, ETL. Candidates should have 5-8 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MBA,₹4-7 LPA,Internship,['AWS']
JOB05270,Data Engineer,Microsoft,"Kolkata, West Bengal","We are looking for a Data Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include AWS, Spark, SQL. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹12-20 LPA,Internship,"['AWS', 'SQL']"
JOB05271,Data Scientist,TCS,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Machine Learning, SQL, Python. Candidates should have Fresher of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,B.Tech,₹10-16 LPA,Full-time,"['Machine Learning', 'SQL', 'Python']"
JOB05272,Backend Developer,Amazon,"Ahmedabad, Gujarat","We are looking for a Backend Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Python, Java, Node.js. Candidates should have 0-2 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,B.Tech,₹8-12 LPA,Internship,"['Node.js', 'Java', 'Python']"
JOB05273,Business Analyst,Amazon,"Gurugram, Haryana","We are looking for a Business Analyst to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include SQL, Power BI, Communication. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹5-8 LPA,Internship,"['Power BI', 'SQL']"
JOB05274,AI Engineer,Adobe,"Bengaluru, Karnataka","We are looking for a AI Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Deep Learning, Machine Learning, Python, TensorFlow. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹8-12 LPA,Full-time,"['TensorFlow', 'Machine Learning', 'Python']"
JOB05275,Cybersecurity Analyst,IBM,"Ahmedabad, Gujarat","We are looking for a Cybersecurity Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include SIEM, Networking, Python. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹8-12 LPA,Remote,['Python']
JOB05276,Python Developer,Genpact,"Mumbai, Maharashtra","We are looking for a Python Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Flask, Python, Django, REST API. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹3-5 LPA,Internship,"['Flask', 'Django', 'Python']"
JOB05277,Frontend Developer,Adobe,"Delhi, India","We are looking for a Frontend Developer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Tailwind CSS, HTML, React, JavaScript, CSS. Candidates should have Fresher of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Bachelor's Degree,₹10-16 LPA,Full-time,"['Java', 'JavaScript', 'HTML', 'CSS', 'React']"
JOB05278,Backend Developer,Mphasis,"Pune, Maharashtra","We are looking for a Backend Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Python, REST API, SQL. Candidates should have 0-2 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Sc,₹6-10 LPA,Contract,"['SQL', 'Python']"
JOB05279,Data Engineer,Microsoft,"Hyderabad, Telangana","We are looking for a Data Engineer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include AWS, Spark, SQL, Python. Candidates should have 5-8 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,B.Tech,₹12-20 LPA,Remote,"['AWS', 'SQL', 'Python']"
JOB05280,Cybersecurity Analyst,Accenture,"Gurugram, Haryana","We are looking for a Cybersecurity Analyst to join our team at Accenture. The candidate will work on data, software, and business projects. Required skills include Python, Cybersecurity, Networking, SIEM, Linux. Candidates should have 1-3 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MCA,₹8-12 LPA,Internship,['Python']
JOB05281,Cybersecurity Analyst,IBM,"Jaipur, Rajasthan","We are looking for a Cybersecurity Analyst to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Python, Networking, Cybersecurity, SIEM. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹3-5 LPA,Full-time,['Python']
JOB05282,Data Scientist,Infosys,"Noida, Uttar Pradesh","We are looking for a Data Scientist to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Scikit-learn, Python, Machine Learning, Pandas, SQL. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹5-8 LPA,Internship,"['Scikit-learn', 'SQL', 'Python', 'Pandas', 'Machine Learning']"
JOB05283,Business Analyst,Google,"Chennai, Tamil Nadu","We are looking for a Business Analyst to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Data Analysis, Communication. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,Not Disclosed,Internship,"['Power BI', 'SQL']"
JOB05284,SQL Developer,Amazon,"Bengaluru, Karnataka","We are looking for a SQL Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include SQL, ETL, Database, MySQL. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹12-20 LPA,Internship,"['SQL', 'MySQL']"
JOB05285,Python Developer,TCS,"Ahmedabad, Gujarat","We are looking for a Python Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Flask, Python, REST API, Django. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹4-7 LPA,Remote,"['Flask', 'Django', 'Python']"
